sample	Accession	collection_date	depth_m	Stratification	season	Layer	seq_shape	year	av_depth	secchi_m	pH	Alk_mekw_per_L	Cond_mS_per_m	Col_mgPt_per_L	turbidity_FNU_EV26	TotP_ug_per_L	NH4_ug_per_L	NO2andNO3_ug_per_L	PN_ug_per_L	TotN_ug_per_L	Si_ug_per_L	Temp_C	Chla_ug_per_L	PP_ug_per_L	SPOM_mg_per_L	O2pcnt	SPM_mg_per_L	MRP_per_PO4P_ug_per_L	NO2_ug_per_L	NO3_ug_per_L	Abs_per_ofiltrerat_per__420_per_nm_per_5cm	Abs_per_filtrerad_per__420_per_nm_per_5cm	O2_mg_L	LD12	acI	C111	Comamonadaceae	limnohab	flavo	luteo	Alcaligenaceae	polynuc	Chitinophagaceae	Ralstonia	Sphingomonas	synechococcus	nostocaceae	microcystis	haptophyceae	cryptophyta	streptphyt	stramenopiles	phytos
run4.142	ERS1884099	6/5/13	5.25	circulation	spring	mix-C	4	2013	5.25	2.1	8.29	1.780258065	25.9	35	3.6	41.8	4.902	-0.407	163.2413793	730.939	318.52	6.2	30.620386	25.32517241	4.1	114.7	8.6	4.68	NA	NA	0.132	0.082	14.35	3.7333333	12.6	1.6666667	1.4666667	0.2	1.2	2.0666667	0	0.2	2	0	0	0.6	32.9333333	1.2666667	0	1.0666667	0	1.9333333	38.3333333
run4.146	ERS1884103	6/5/13	0-20	circulation	spring	mix-C	4	2013	10	2.1	8.29	1.780258065	25.9	35	3.6	41.8	4.902	-0.407	163.2413793	730.939	318.52	2.305	30.620386	25.32517241	4.1	85.33	8.6	4.68	NA	NA	0.132	0.082	11.9505	6	18.3333333	8.1333333	5.5333333	1.2	0.6	0	0.4666667	0.3333333	2.8	0	0.2666667	0.7333333	0.2666667	1	0	3.8666667	0	6.1333333	12.4
S21a	SRA	6/8/08	0-14	circulation	autumn	mix-C	1	2008	7	4	8.01	1.77311	27.5	7.5	2.1	30	24	31	77.3103	717	1432	18.8	7.7283	13.5172	1.4	89.8	2.7	10	4	27	0.073	0.032	NA	4.8	40.3333333	9.3333333	5.0666667	0.8666667	2	0.0666667	0.1333333	1.8666667	3.8666667	0	0.0666667	6.8	0.1333333	0.0666667	0	2.4666667	0	0.3333333	9.8
run4.5	ERS1884210	7/4/15	0-20	circulation	spring	mix-C	4	2015	10	1.8	8.53	1.812510843	27	22.5	3.5	35.1	9.501	2.96	180.0525	927.3	1129.14	NA	30.18771	21.88896552	4.8	NA	9.2	5.53	NA	NA	0.132	0.055	NA	7.3333333	27.9333333	14.3333333	3.5333333	0.8	0.2	0	0.1333333	0.3333333	6.5333333	0	0.2	1.1333333	0.0666667	3.2	0	3.6	0	1.6666667	9.9333333
run4.18	ERS1884151	7/7/14	0-20	circulation	spring	mix-C	4	2014	10	4.16	8.06	1.667904	26.2	20	0.85	17.72	12.4436	10.51	38.62413793	643.02	1160.48	3.04	2.24568	4.724137931	0.6	58.21	1.2	5.95	NA	NA	0.064	0.049	7.8945	4.8	24.2	7.5333333	8.9333333	0.4666667	4.7333333	0.1333333	0.0666667	0.3333333	1.3333333	0	0.4666667	5	0.2	0	0	0	0	0	5.2666667
S46a	SRA	7/10/08	0-20	circulation	autumn	mix-C	1	2008	10	3.9	7.96	1.78026	27.7	10	1.43	47	33	16	59.4483	778	612	11.1	2.17976	7.93103	0.9	89	2.2	27	14	2	0.061	0.038	NA	1.5333333	5.3333333	4.2666667	5.8	0.6666667	0.2666667	0	0.3333333	0.6	0.6	0	0.2666667	1.2666667	0	0	1.8	21.7333333	0	15.6	44.2666667
S6a	SRA	8/4/08	0-20	circulation	spring	mix-C	1	2008	10	3.5	7.91	1.71497	27.7	15	1.03	19	3	0.2	45.2414	558	28	3.7	3.79859	7.65517	0.6	98	0.4	1	0.1	0.1	0.056	0.036	NA	5.6666667	15.2	2.8666667	12.3333333	1.1333333	8.4666667	0	0.2666667	0.2666667	2.3333333	0	0.2666667	5.5333333	0.0666667	0	0	0	0	0	5.6
run4.78	ERS1884230	9/5/12	0-20	circulation	spring	mix-C	4	2012	10	2.8	8.45	1.924504615	26.8	17.5	1.39	18.27	5.2	0.2	59.37931034	616	344.788	1.755	5.184648	9.350344828	1.5	77.96	3.3	0.73	0.32	-0.12	NA	NA	11.0525	0.6666667	4.9333333	6.8666667	5.3333333	0.8	5.1333333	0.0666667	0.5333333	0.3333333	2.7333333	0	0	0.4	0	0	0.6666667	6.1333333	0	16.2	24.3333333
run4.144	ERS1884101	9/5/13	0	circulation	spring	mix-C	4	2013	0	1.9	8.54	NA	NA	NA	NA	37.21	NA	1.39	NA	736.35	NA	8.1	15.1524855	NA	NA	132.9	NA	5.1	NA	NA	NA	NA	15.69	4.0666667	23.0666667	22.4666667	8.9333333	0	3.1333333	0.0666667	1.4	1.1333333	1.7333333	0	0.0666667	5.3333333	0	0	0.0666667	0.0666667	1.2666667	0.0666667	7.2666667
run4.145	ERS1884102	9/5/13	1.9	circulation	spring	mix-C	4	2013	1.9	1.9	8.54	NA	NA	NA	NA	37.21	NA	1.39	NA	736.35	NA	7.9	15.1524855	NA	NA	131.7	NA	5.1	NA	NA	NA	NA	15.52	6.8	26.3333333	22.3333333	7.8666667	0	2.4666667	0.3333333	0.9333333	0.5333333	2.6	0	0	3.8666667	0	0	0	0.2	0	0	4.3333333
run4.147	ERS1884104	9/5/13	4.75	circulation	spring	mix-C	4	2013	4.75	1.9	8.54	NA	NA	NA	NA	37.21	NA	1.39	NA	736.35	NA	7.5	15.1524855	NA	NA	124.1	NA	5.1	NA	NA	NA	NA	14.86	9.0666667	26.6	22.3333333	6.7333333	0	1.4666667	0.0666667	1.2666667	0.9333333	4.5333333	0	0	1.6666667	0	0.1333333	0	0.2666667	0	0.2	2.4
run4.148	ERS1884105	9/5/13	0-20	circulation	spring	mix-C	4	2013	10	1.9	8.54	NA	NA	NA	NA	37.21	NA	1.39	NA	736.35	NA	2.31	15.1524855	NA	NA	85.615	NA	5.1	NA	NA	NA	NA	12.011	6.5333333	28	16.6666667	2.6	0.0666667	1.2	0.0666667	1	0.1333333	3.4	0	0	1.2666667	10.8666667	3.4666667	0	0	0	0.0666667	16.1333333
run4.45	ERS1884194	9/12/14	0-20	circulation	autumn	mix-C	4	2014	10	4.5	7.96	1.787465587	27	17.5	0.9	43.06	5.5269	190.49	10.855	727.8	2341.72	3.25	0.82404	1.991034483	0.6	81.82777778	0.5	28.98	NA	NA	0.046	0.04	10.99777778	12.8	27	15.4	5.0666667	0	2.4	0	0.9333333	0.6	3.4666667	0	0.3333333	2.5333333	0.0666667	0	0.0666667	0.2	0	0.2	3.2666667
run4.14	ERS1884107	10/2/15	0-20	ice cover	winter	mix-I	4	2015	10	5	7.88	1.780410811	27.3	17.5	0.59	41.58	7.1475	204.36	10.404	762.56	2403	NA	0.7956	1.602758621	0.4	NA	0.7	32.86	NA	NA	0.046	0.041	NA	12	29.9333333	15.0666667	4.0666667	0	1.3333333	0	0.7333333	0.6	3.7333333	0	0	4.6	0.5333333	0.4666667	0	0.2666667	0	0.2666667	6.2
run4.66	ERS1884217	11/3/13	0-20	ice cover	winter	mix-I	4	2013	10	3	7.61	1.8052608	27.6	20	0.58	44.98	6.786	154.035	10.10903448	794.863	1683.144	2.285	0.24363125	1.412413793	-0.1	82.305	0.4	36.8	NA	NA	0.063	0.06	11.4525	9	21.5333333	15.6666667	4.2666667	0	2.8	6.5333333	1.0666667	0.1333333	3.3333333	0	0	1	4.0666667	0	0	0.2666667	0.0666667	1	6.6666667
S4a	SRA	12/3/08	0-20	ice cover	winter	mix-I	1	2008	10	2.9	8.13	1.66095	27	10	1.7	25	8	0.2	79.4483	573	16	1.8	17.0552	12.6897	1.6	105	3.4	0.1	0.1	0.1	0.055	0.036	NA	9.8	21.0666667	19.7333333	3	0	1.7333333	2.3333333	0.5333333	0.0666667	3.8666667	0	0.1333333	2.6666667	1.5333333	1	0	0.1333333	0.1333333	0.2666667	6.8
S50a	SRA	13/1/09	0-20	ice cover	winter	mix-I	1	2009	10	5.3	7.82	1.66752	28.1	22.5	0.65	37	6	194	16.5517	925	1664	0.75	0.552591	2.55172	0.5	80.64	1.3	23	0.1	193.9	0.064	0.058	NA	11.1333333	18.6	19.4666667	5.4	0	0.9333333	0.9333333	0.8	0.0666667	3.6	0	0	1.5333333	0.0666667	2.4	0	0.2666667	0.0666667	0.8666667	6.6
run4.59	ERS1884209	13/2/13	0-20	ice cover	winter	mix-I	4	2013	10	3	7.69	1.885209917	27.7	25	0.63	44.97	8.25	141.128	10.78255172	775.364	1535.6	2.28	0.480998	1.527586207	0.4	80.495	0.8	38.45	NA	NA	0.066	0.062	11.2195	2.1333333	20.1333333	12.1333333	12.0666667	0	5.4	8.6	0.6666667	0.1333333	5.2666667	0	0	0	0	0	0	0.2666667	0	12.3333333	12.9333333
run4.97	ERS1884251	13/3/12	0-20	ice cover	winter	mix-I	4	2012	10	7.1	7.86	1.863367442	28.4	17.5	0.49	53.8	6.6	212.3	24.27586207	925	1567.644	1.76	1.900095	2.994482759	0.7	83.87	1	44.4	0.1	212.2	NA	NA	11.88	6.6	20.2	20.9333333	4.2	0	0.7333333	0.2666667	1.2666667	0.1333333	4.1333333	0	0	0.2	0.0666667	4.4666667	0	0.6	0	3.4666667	9.1333333
run4.101	ERS1884056	14/2/12	0-20	ice cover	winter	mix-I	4	2012	10	3.7	7.82	1.777123019	27.7	15	0.34	53	6	207.3	8.068965517	781	2201.58	1.835	0.533329	1.800689655	0.5	84.955	0.7	46	0.7	206.6	NA	NA	12.007	10.2666667	16.6666667	14.0666667	4.4666667	0	0.5333333	0.2	0.8666667	0	3.8	0	0	1.2	2.4	6.8	0	0.4	0	5.0666667	18
run4.121	ERS1884077	15/4/13	0-20	ice cover	winter	mix-I	4	2013	10	4.35	7.69	1.864128	28.1	30	0.64	42.94	3.256	166.373	24.06786207	702.262	1727.38	2.295	2.77914	6.652413793	0.5	84.405	1.3	31.54	NA	NA	0.075	0.062	11.7615	7.8666667	21.4	14.1333333	5.2	0	1.1333333	0.0666667	0.8	0.2	1.6666667	0	0	0	0.4666667	3.6	0.1333333	0.2	0	11.6	16.5333333
S51a	SRA	15/12/08	0-20	ice cover	winter	mix-I	1	2008	10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.2666667	21.6666667	18.4	4.6666667	0	1	0	1	0	3.1333333	0	0	0.2	0.0666667	4	0	0.1333333	0.0666667	10.4666667	15.2666667
run4.82	ERS1884235	18/1/12	0-20	ice cover	winter	mix-I	4	2012	10	7.5	7.89	1.837156972	27.6	12.5	0.58	53	13	176.769	19.31034483	745	2278.4	1.915	0.914008	3.034482759	0.7	85.72	1.4	46.6	0.29	175.363	NA	NA	12.0795	6.6666667	24.2666667	17.4666667	6.3333333	0.0666667	0.8666667	0.0666667	0.3333333	0	3.4666667	0	0	0.0666667	0.0666667	3.5333333	0.0666667	0.2666667	0	7.3333333	11.8666667
S5a	SRA	18/3/08	0-20	ice cover	winter	mix-I	1	2008	10	3.2	7.95	1.73139	28.2	10	1.5	24	4	1	77.7241	571	12	1.4	17.5572	13.2414	2.2	102	4.2	2	0.1	0.9	0.054	0.037	NA	4.4	18.4	21.2	6.2	0	0.4666667	0	0.5333333	0.0666667	2.4	0	0	0	0	5.1333333	0	0.2	0	8.8666667	14.4
run4.122	ERS1884078	18/4/13	0	ice cover	winter	mix-I	4	2013	0	5.7	7.57	1.902171429	27.1	27.5	1.09	45.89	14.345	173.705	36.27689655	847.795	1825.032	NA	3.137108	5.503448276	0.6	NA	1.4	31.52	NA	NA	0.078	0.066	NA	5.4	24.4	23.4666667	6.6666667	0	0.7333333	0	0.8666667	0.2	2.8	0	0	0.0666667	0	2.4666667	0	0.2666667	0	3.5333333	6.3333333
run4.123	ERS1884079	18/4/13	5.7	ice cover	winter	mix-I	4	2013	5.7	5.7	7.57	1.902171429	27.1	27.5	1.09	45.89	14.345	173.705	36.27689655	847.795	1825.032	NA	3.137108	5.503448276	0.6	NA	1.4	31.52	NA	NA	0.078	0.066	NA	7.7333333	23.2	25.4	6.9333333	0	2.2666667	0	1	0.1333333	4.3333333	0	0	0	0	1.6	0	0.2	0	0.2666667	2.2
run4.124	ERS1884080	18/4/13	14.25	ice cover	winter	mix-I	4	2013	14.25	5.7	7.57	1.902171429	27.1	27.5	1.09	45.89	14.345	173.705	36.27689655	847.795	1825.032	NA	3.137108	5.503448276	0.6	NA	1.4	31.52	NA	NA	0.078	0.066	NA	0.8	22.6	14.0666667	11.5333333	0	3.1333333	21.8	1.7333333	0.3333333	1.3333333	0	0	0	0	0	0	0.0666667	0	6.8	7.0666667
run4.125	ERS1884081	18/4/13	0-20	ice cover	winter	mix-I	4	2013	10	5.7	7.57	1.902171429	27.1	27.5	1.09	45.89	14.345	173.705	36.27689655	847.795	1825.032	NA	3.137108	5.503448276	0.6	NA	1.4	31.52	NA	NA	0.078	0.066	NA	1.6	21.2666667	13.5333333	12.0666667	0	5.6666667	15.3333333	1.1333333	0.0666667	2.4666667	0	0	0	0	0	0	0	0	9.9333333	10.1333333
S1a	SRA	20/2/08	0-1	ice cover	winter	mix-I	1	2008	0.5	NA	8.07	1.57749	28.9	10	1.09	23	9	1	52.1379	527	112	0.5	14.9657	9.31034	1.4	102	3	7	0.1	0.9	0.05	0.033	NA	11.8	20.1333333	20.1333333	6.6	0	0.5333333	0.3333333	0.4666667	0.2666667	3.4666667	0	0	0.1333333	0	5.4666667	0	0.6666667	0.1333333	0.6	7.0666667
run4.126	ERS1884082	22/4/13	0	ice cover	winter	mix-I	4	2013	0	4.35	7.8	1.75484878	27	30	1.04	44.48	10.915	123.966	68.99117241	757.672	1380.464	1.9	8.151948	15.59172414	1.2	64.3	2	18.77	NA	NA	0.073	0.058	8.99	10.2666667	17.8	20.6666667	8.2	0	1.0666667	0.0666667	0.9333333	0.3333333	3.8666667	0	0.0666667	0.0666667	0	2.4	0	1.0666667	0	0.8666667	4.4
run4.127	ERS1884083	22/4/13	4.35	ice cover	winter	mix-I	4	2013	4.35	4.35	7.8	1.75484878	27	30	1.04	44.48	10.915	123.966	68.99117241	757.672	1380.464	2.6	8.151948	15.59172414	1.2	90.6	2	18.77	NA	NA	0.073	0.058	12.44	11.7333333	20.5333333	19.3333333	6.7333333	0.0666667	0.8	0.2666667	2.0666667	0.5333333	2.1333333	0	0	0.0666667	0	0.0666667	0	0.4666667	0	0.3333333	1
run4.128	ERS1884084	22/4/13	10.875	ice cover	winter	mix-I	4	2013	10.875	4.35	7.8	1.75484878	27	30	1.04	44.48	10.915	123.966	68.99117241	757.672	1380.464	2.8	8.151948	15.59172414	1.2	91	2	18.77	NA	NA	0.073	0.058	12.44	12.5333333	11.4	18.8	4	0	1.0666667	7.8666667	1.4	0.2666667	2	0	0	0.0666667	0	0.8666667	0	1.4	0	1.1333333	3.4666667
run4.129	ERS1884085	22/4/13	0-8	ice cover	winter	mix-I	4	2013	4	4.35	7.8	1.75484878	27	30	1.04	44.48	10.915	123.966	68.99117241	757.672	1380.464	3.9	8.151948	15.59172414	1.2	90.425	2	18.77	NA	NA	0.073	0.058	11.9575	14.8	13.2666667	12.2	7.5333333	0	0.7333333	1.6666667	1.7333333	0.5333333	1.7333333	0	0	0.1333333	0	0.1333333	0	0.4666667	0.1333333	0.2666667	1.1333333
run4.130	ERS1884087	25/4/13	0	ice cover	winter	mix-I	4	2013	0	NA	7.95	NA	NA	NA	NA	51.97	NA	103.285	NA	907.29	NA	4.2	12.223161	NA	NA	92.7	NA	13.65	NA	NA	NA	NA	12.15	1.5333333	13.7333333	7.8	7.6666667	0	4.8666667	31.3333333	0.4666667	0.2666667	1.4	0	0	0.1333333	0	0.0666667	0.1333333	0.9333333	0	11.0666667	12.4666667
run4.131	ERS1884088	25/4/13	3	ice cover	winter	mix-I	4	2013	3	NA	7.95	NA	NA	NA	NA	51.97	NA	103.285	NA	907.29	NA	3.3	12.223161	NA	NA	93.1	NA	13.65	NA	NA	NA	NA	12.53	12.9333333	14	12.2666667	13.1333333	0.2	0.6	0.4666667	2.4666667	1.2	1.6666667	0	0.0666667	0	0	0	0	0.6	0	0.6666667	1.5333333
run4.132	ERS1884089	25/4/13	0-2	ice cover	winter	mix-I	4	2013	14	NA	7.95	NA	NA	NA	NA	51.97	NA	103.285	NA	907.29	NA	3.766666667	12.223161	NA	NA	95.83333333	NA	13.65	NA	NA	NA	NA	12.82	12.8666667	14	13.2666667	6.5333333	0	0.5333333	4.4	1.4666667	0.3333333	2.1333333	0	0.0666667	0	0	0.1333333	0	0.4666667	0.0666667	0.8	1.7333333
run4.22	ERS1884169	4/3/15	0-20	ice cover	winter	mix-I	4	2015	10	6	7.73	1.718891339	27.7	22.5	0.48	38.55	16.561	208.06	15.8825	758.86	2504.37	NA	2.35161	3.05	0.5	NA	1	28.04	NA	NA	0.051	0.04	NA	1.2	15.2	12.9333333	7.2666667	0	3.4	31.6	0.6666667	0.3333333	0.8666667	0	0	0	0	0.1333333	0	0.0666667	0	14.6666667	15
S3a	SRA	5/3/08	0-20	ice cover	winter	mix-I	1	2008	10	2.7	7.98	1.82263	27	10	1.5	25	10	11	86.4828	543	28	1.5	20.2817	13.5172	2.2	104	4.6	0.1	0.1	10.9	0.056	0.035	NA	0.9333333	22.2	18.9333333	13.4	0	6	17	1.3333333	0.1333333	1.0666667	0	0	0.0666667	0	0	0	0.1333333	0	3.0666667	3.7333333
S2a	SRA	7/3/08	0-1	ice cover	winter	mix-I	1	2008	0.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.5	20.8884	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.6666667	24.1333333	11.9333333	13	0.0666667	4.2666667	10.8	1.2	0.6	0.9333333	0	0	0	0	0	0.2	0.0666667	0	8.2666667	9.3333333
run4.51	ERS1884201	8/1/13	0-20	ice cover	winter	mix-I	4	2013	10	5.5	7.78	1.747972414	27.5	25	0.41	44.26	7.786	146.276	14.92103448	733.238	1523.14	2.27	0.40721	2.568275862	0.3	78.945	0.7	36.51	NA	NA	0.064	0.059	10.9755	0.8	33.4	22.4666667	8.2	0	1.7333333	4	1.5333333	0.3333333	0.6	0	0	0.8	0	0.0666667	0.0666667	0.0666667	0	3.5333333	5.9333333
run4.120	ERS1884076	9/4/13	0-20	ice cover	winter	mix-I	4	2013	10	4.1	7.79	1.871614458	28.5	25	0.43	44.65	7.884	172.533	20.63372414	769.748	1738.828	2.295	1.7883215	2.909655172	0.6	83.57	1.2	34.8	NA	NA	0.07	0.065	11.6325	4.9333333	6	6.1333333	9.4666667	0	11.2	0.8	1	1.1333333	1.2666667	0	0.2666667	7.5333333	0	0	0.2666667	2	0	1.2	12.6666667
